 3.26580130987138e-002    7.97101449275362e-003
 4.73250216996765e-002    5.31400966183575e-002
 5.31032729249410e-002    9.26999463231347e-002
 5.55386780294064e-002    1.12479871175523e-001
 5.73382168564840e-002    1.33145464304885e-001
 5.89564866689462e-002    1.53515834675255e-001
 6.05747564814084e-002    1.73886205045625e-001
 6.21018438149346e-002    1.94847020933977e-001
 6.35384062354788e-002    2.15512614063339e-001
 6.49749686560229e-002    2.36178207192700e-001
 6.64115310765670e-002    2.56843800322061e-001
 6.77571302068264e-002    2.77804616210413e-001
 6.90119852354525e-002    2.98765432098765e-001
 6.99946079591783e-002    3.19726247987118e-001
 7.08862673926195e-002    3.40982286634461e-001
 7.18688901163453e-002    3.61943102522813e-001
 7.30332202319893e-002    3.82608695652174e-001
 7.40158429557151e-002    4.03569511540526e-001
 7.49075023891563e-002    4.24825550187869e-001
 7.59808692145156e-002    4.45786366076221e-001
 7.72357242431416e-002    4.66747181964573e-001
 7.83090910685008e-002    4.87707997852925e-001
 7.92009696905933e-002    5.08668813741278e-001
 8.00018850224011e-002    5.29924852388621e-001
 8.09845077461269e-002    5.50885668276973e-001
 8.20578745714862e-002    5.71846484165325e-001
 8.30404972952120e-002    5.92807300053677e-001
 8.42046082222047e-002    6.13768115942029e-001
 8.59136221363003e-002    6.34138486312399e-001
 9.00852205476209e-002    7.59903381642512e-001
 9.32987453641600e-002    8.31642512077295e-001
 9.55526622653585e-002    8.51422436929683e-001
 9.68982613956180e-002    8.72383252818035e-001
 9.80623723226106e-002    8.93344068706388e-001
 9.91357391479699e-002    9.14304884594740e-001
 1.00027179392760e-001    9.35856146001074e-001
 1.01191071131101e-001    9.57112184648417e-001
 1.03444988032300e-001    9.76892109500805e-001
 1.07244404113733e-001    9.92834138486313e-001
 1.12771684333272e-001    1.00375738056897e-000
 1.18497987848181e-001    9.91062801932367e-001
 1.24254320208317e-001    9.37922705314010e-001
 1.27360880963027e-001    9.09286097691895e-001
 1.28465372576869e-001    8.88325281803543e-001
 1.29751133205327e-001    8.67659688674181e-001
 1.31037113022436e-001    8.46698872785829e-001
 1.32322873650894e-001    8.26033279656468e-001
 1.33518109366369e-001    8.05072463768116e-001
 1.34713345081845e-001    7.84111647879764e-001
 1.35999324898954e-001    7.63150831991412e-001
 1.37466573730679e-001    7.42485238862051e-001
 1.38843078460770e-001    7.21819645732689e-001
 1.40129058277879e-001    7.00858829844337e-001
 1.41415038094988e-001    6.79898013955985e-001
 1.42791762013730e-001    6.58937198067633e-001
 1.44168485932472e-001    6.37976382179281e-001
 1.45454465749581e-001    6.17015566290929e-001
 1.46649701465057e-001    5.96054750402576e-001
 1.47844937180533e-001    5.75093934514224e-001
 1.49040172896008e-001    5.54133118625872e-001
 1.50706225834451e-001    5.10144927536232e-001
 1.54835082458771e-001    4.49033816425121e-001
 1.58133871660661e-001    4.05931293612453e-001
 1.56303865611054e-001    4.26301663982823e-001
 1.55108629895579e-001    4.47262479871176e-001
 1.61242624301884e-001    3.74342458400429e-001
 1.62800617235242e-001    3.53676865271068e-001
 1.64539879183215e-001    3.33306494900698e-001
 1.66279141131189e-001    3.12936124530327e-001
 1.67837134064547e-001    2.92270531400966e-001
 1.69576615201171e-001    2.71604938271605e-001
 1.71859903381643e-001    2.51825013419216e-001
 1.74505948779996e-001    2.32340311325819e-001
 1.77242738279983e-001    2.12855609232421e-001
 1.80432371533531e-001    1.94551798174987e-001
 1.84527911482855e-001    1.78314546430488e-001
 1.89619663852284e-001    1.64734299516908e-001
 2.00779215655330e-001    1.67391304347826e-001
 2.06484257871064e-001    1.83333333333333e-001
 2.13547392970182e-001    2.03408480944713e-001
 2.17709566269497e-001    2.19645732689211e-001
 2.21508105596325e-001    2.36768652710682e-001
 2.25397389024786e-001    2.53891572732152e-001
 2.29468599033816e-001    2.70424047235641e-001
 2.33449064941214e-001    2.86956521739130e-001
 2.37338348369675e-001    3.04079441760601e-001
 2.41227631798136e-001    3.21202361782072e-001
 2.45025951936313e-001    3.38620504562534e-001
 2.48824491263140e-001    3.55743424584004e-001
 2.52986664562456e-001    3.71980676328502e-001
 2.57876544184048e-001    3.85856146001074e-001
 2.63403605214936e-001    3.97074610842727e-001
 2.69203775305330e-001    4.07112184648417e-001
 2.75095127874659e-001    4.16559312936125e-001
 2.81170160533768e-001    4.23054213633924e-001
 2.87520713327547e-001    4.25120772946860e-001
 2.94056042154361e-001    4.22758990874933e-001
 3.00321549751440e-001    4.17149758454106e-001
 3.06316578552829e-001    4.09178743961353e-001
 3.12040909369876e-001    3.99141170155663e-001
 3.17494103825280e-001    3.87627482555019e-001
 3.22857430933656e-001    3.74932903918411e-001
 3.27858439201452e-001    3.61352657004831e-001
 3.32678397643284e-001    3.47181964573269e-001
 3.37498356085115e-001    3.33011272141707e-001
 3.42227789613965e-001    3.18545356951154e-001
 3.46776173316850e-001    3.03488996242619e-001
 3.51324557019736e-001    2.88432635534085e-001
 3.55963465635603e-001    2.73671497584541e-001
 3.60421543614158e-001    2.58024691358025e-001
 3.64698571766748e-001    2.41787439613527e-001
 3.68975380730687e-001    2.25845410628019e-001
 3.73342933796260e-001    2.09903381642512e-001
 3.77800792586163e-001    1.94551798174987e-001
 3.82258651376066e-001    1.79200214707461e-001
 3.86444935427023e-001    1.62962962962963e-001
 3.90540694564998e-001    1.46430488459474e-001
 3.94636453702973e-001    1.29898013955985e-001
 3.98732212840948e-001    1.13365539452496e-001
 4.03009240993538e-001    9.71282877079979e-002
 4.07286049957477e-001    8.11862587224906e-002
 4.11834652849014e-001    6.58346752549651e-002
 4.16654830479497e-001    5.13687600644122e-002
 4.21203214182382e-001    3.63123993558776e-002
 4.24845033623539e-001    2.00751476113795e-002
 4.28305364861429e-001    3.83789586688137e-003
 4.33666280894640e-001   -5.60923242082662e-003
 4.40383755490676e-001   -8.85668276972625e-003
 4.46823956442831e-001   -5.31400966183575e-003
