 3.26580130987138e-002    0
 4.73250216996765e-002    0
 5.31032729249410e-002    0
 5.55386780294064e-002    0
 5.73382168564840e-002    0
 5.89564866689462e-002    0
 6.05747564814084e-002    0
 6.21018438149346e-002    0
 6.35384062354788e-002    0
 6.49749686560229e-002    0
 6.64115310765670e-002    0
 6.77571302068264e-002    0
 6.90119852354525e-002    0
 6.99946079591783e-002    0
 7.08862673926195e-002    0
 7.18688901163453e-002    0
 7.30332202319893e-002    0
 7.40158429557151e-002    0
 7.49075023891563e-002    0
 7.59808692145156e-002    0
 7.72357242431416e-002    0
 7.83090910685008e-002    0
 7.92009696905933e-002    0
 8.00018850224011e-002    0
 8.09845077461269e-002    0
 8.20578745714862e-002    0
 8.30404972952120e-002    0
 8.42046082222047e-002    0
 8.59136221363003e-002   0
 9.00852205476209e-002    0
 9.32987453641600e-002    0
 9.55526622653585e-002    0
 9.68982613956180e-002    0
 9.80623723226106e-002    0
 9.91357391479699e-002    0
 1.00027179392760e-001    0
 1.01191071131101e-001    0
 1.03444988032300e-001    0
 1.07244404113733e-001    0
 1.12771684333272e-001    0
 1.18497987848181e-001    0
 1.24254320208317e-001    0
 1.27360880963027e-001    0
 1.28465372576869e-001    0
 1.29751133205327e-001    0
 1.31037113022436e-001    0
 1.32322873650894e-001    0
 1.33518109366369e-001    0
 1.34713345081845e-001    0
 1.35999324898954e-001    0
 1.37466573730679e-001    0
 1.38843078460770e-001    0
 1.40129058277879e-001    0
 1.41415038094988e-001    0
 1.42791762013730e-001    0
 1.44168485932472e-001    0
 1.45454465749581e-001    0
 1.46649701465057e-001    0
 1.47844937180533e-001    0
 1.49040172896008e-001    0
 1.50e-001                5
 1.54835082458771e-001    0
 1.58133871660661e-001    0
 1.56303865611054e-001    0
 1.55108629895579e-001    0
 1.61242624301884e-001    0
 1.62800617235242e-001    0
 1.64539879183215e-001    0
 1.66279141131189e-001    0
 1.67837134064547e-001    0
 1.69576615201171e-001    0
 1.71859903381643e-001    0
 1.74505948779996e-001    0
 1.77242738279983e-001    0
 1.80432371533531e-001    0
 1.84527911482855e-001    0
 1.89619663852284e-001    0
 2.00779215655330e-001   0
 2.06484257871064e-001    0
 2.13547392970182e-001    0
 2.17709566269497e-001    0
 2.21508105596325e-001    0
 2.25397389024786e-001    0
 2.29468599033816e-001    0
 2.33449064941214e-001    0
 2.37338348369675e-001   0
 2.41227631798136e-001    0
 2.45025951936313e-001    0
 2.48824491263140e-001    0
 2.52986664562456e-001    0
 2.57876544184048e-001    0
 2.63403605214936e-001    0
 2.69203775305330e-001    0
 2.75095127874659e-001    0
 2.81170160533768e-001    0
 2.87520713327547e-001    0
 2.94056042154361e-001    0
 3.0e-001                 0
 3.06316578552829e-001    0
 3.12040909369876e-001    0
 3.17494103825280e-001    0
 3.22857430933656e-001    0
 3.27858439201452e-001    0
 3.32678397643284e-001    0
 3.37498356085115e-001    0
 3.42227789613965e-001    0
 3.46776173316850e-001    0
 3.51324557019736e-001    0
 3.55963465635603e-001    0
 3.60421543614158e-001    0
 3.64698571766748e-001    0
 3.68975380730687e-001    0
 3.73342933796260e-001    0
 3.77800792586163e-001    0
 3.82258651376066e-001    0
 3.86444935427023e-001    0
 3.90540694564998e-001    0
 3.94636453702973e-001    0
 3.98732212840948e-001    0
 4.03009240993538e-001    0
 4.07286049957477e-001    0
 4.11834652849014e-001    0
 4.16654830479497e-001    0
 4.21203214182382e-001    0
 4.24845033623539e-001    0
 4.28305364861429e-001    0
 4.33666280894640e-001   0
 4.40383755490676e-001   0
 4.46823956442831e-001   0
